Time,Month,Hour,Temperature(2m),Tc(the PV cell temperature)[ÅãC],Mean Sea Level Pressure[hpa],Shortwave Radiation[W/m2],Wind Speed(10m)[m/s],Wind Speed(80m)[m/s],Ppv(the output of the PV array)[W],Ppv(the output of the PV array)[kW],Pwt[kW],,,,,,
2017/6/20 7:00,6,7,23.73,23.93978619,1015.4,405.84,1.02,0.82,175.2007019,0.175200702,0,,,,,,
2017/6/20 8:00,6,8,25.61,25.9204307,1015.3,552.69,0.2,0.14,245,0.245,0,,,,,,
2017/6/20 9:00,6,9,27.27,27.66526892,1014.8,679.07,0.6,0.5,245,0.245,0,,,,,,
2017/6/20 10:00,6,10,29.06,29.51887102,1014.3,774.3,1.63,1.33,245,0.245,0,,,,,,
2017/6/20 11:00,6,11,29.97,30.47123659,1014,838.38,3.3,3.35,245,0.245,0.108654626,,,,,,
2017/6/20 12:00,6,12,30.95,31.43231167,1015.1,804.56,3.7,3.8,245,0.245,0.164718807,,,,,,
2017/6/20 13:00,6,13,31.25,31.720905,1014.7,787.65,4.23,4.32,245,0.245,0.233683761,,,,,,
2017/6/20 14:00,6,14,31.44,31.87401156,1014.1,732.47,4.3,4.62,245,0.245,0.258749746,,,,,,
2017/6/20 15:00,6,15,31.36,31.74090601,1013.5,655.04,4.26,4.49,245,0.245,0.247327195,,,,,,
2017/6/20 16:00,6,16,31.08,31.39421702,1013.9,562.48,3.77,4.1,245,0.245,0.189720149,,,,,,
2017/6/20 17:00,6,17,30.57,30.77546632,1014,416.52,3.1,3.54,168.5750383,0.168575038,0.108913313,,,,,,
2017/6/20 18:00,6,18,29.69,29.78296037,1013.8,260.77,2.6,3.57,76.4676782,0.076467678,0.076474926,,,,,,
2017/6/20 19:00,6,19,28.09,28.15736167,1013.5,108.58,2.31,4.37,55.64590728,0.055645907,0.098773428,,,,,,
2017/6/20 20:00,6,20,27.04,27.0447796,1014.2,8.01,2,4.33,3.959746743,0.003959747,0.069183626,,,,,,
2017/6/20 21:00,6,21,26.1,26.1,1014.7,0,1.75,3.64,0,0,0.012068521,,,,,,
2017/6/20 22:00,6,22,24.91,24.91,1014.6,0,1.92,2.22,0,0,0,,,,,,
2017/6/20 23:00,6,23,23.9,23.9,1014.5,0,1.97,1.17,0,0,0,,,,,,
2017/6/21 0:00,6,0,22.47,22.47,1014.8,0,2.12,1.08,0,0,0,,,,,,
2017/6/21 1:00,6,1,21.77,21.77,1014.7,0,1.8,1.28,0,0,0,,,,,,
2017/6/21 2:00,6,2,21.9,21.9,1014.4,0,1.1,0.78,0,0,0,,,,,,
2017/6/21 3:00,6,3,21.39,21.39,1014.1,0,1,0.22,0,0,0,,,,,,
2017/6/21 4:00,6,4,21.04,21.04425037,1013.9,7.12,1.08,1.17,3.576094469,0.003576094,0,,,,,,
2017/6/21 5:00,6,5,21.27,21.38241408,1014.3,105.91,0.89,1.71,94.4991661,0.094499166,0,,,,,,
2017/6/21 6:00,6,6,22.57,22.6608769,1014.1,250.09,0.95,1.08,76.14461547,0.076144615,0,,,,,,
2017/6/21 7:00,6,7,24.57,24.77888013,1013.7,404.06,0.61,0.51,174.0674022,0.174067402,0,,,,,,
2017/6/21 8:00,6,8,26.74,27.04943087,1013.9,550.91,0.1,0,245,0.245,0,,,,,,
2017/6/21 9:00,6,9,28.39,28.77597014,1013.4,663.05,0.14,0.22,245,0.245,0,,,,,,
2017/6/21 10:00,6,10,29.35,29.80517527,1013.1,768.07,0.5,0.51,245,0.245,0,,,,,,
2017/6/21 11:00,6,11,30.01,30.50644059,1012.7,830.37,0.7,0.9,245,0.245,0,,,,,,
2017/6/21 12:00,6,12,31.15,31.65843793,1013.8,848.17,1.61,1.65,245,0.245,0,,,,,,
2017/6/21 13:00,6,13,31.6,32.09057173,1013.2,820.58,1.6,1.55,245,0.245,0,,,,,,
2017/6/21 14:00,6,14,31.85,32.30505699,1012.9,768.07,1.53,1.62,245,0.245,0,,,,,,
2017/6/21 15:00,6,15,32.01,32.40479926,1012.2,679.07,1.75,1.84,245,0.245,0,,,,,,
2017/6/21 16:00,6,16,31.83,32.14273686,1012.3,559.81,1.92,1.99,245,0.245,0,,,,,,
2017/6/21 17:00,6,17,31.42,31.62748899,1012.6,420.97,2.06,2.34,169.8546697,0.16985467,0,,,,,,
2017/6/21 18:00,6,18,30.72,30.81659251,1012.7,273.23,2.09,2.6,79.24088026,0.07924088,0,,,,,,
2017/6/21 19:00,6,19,29.32,29.39910421,1012.5,123.71,1.6,2.88,65.13507897,0.065135079,0,,,,,,
2017/6/21 20:00,6,20,27.58,27.58637498,1013.2,10.68,1.88,3.08,5.274046919,0.005274047,0,,,,,,
2017/6/21 21:00,6,21,26.41,26.41,1013.7,0,2.26,2.6,0,0,0,,,,,,
2017/6/21 22:00,6,22,25.29,25.29,1013.8,0,2.22,2.3,0,0,0,,,,,,
2017/6/21 23:00,6,23,23.77,23.77,1013.6,0,2.21,1.61,0,0,0,,,,,,
2017/6/22 0:00,6,0,22.89,22.89,1014,0,2.21,0.67,0,0,0,,,,,,
2017/6/22 1:00,6,1,22.56,22.56,1014.4,0,2,0.6,0,0,0,,,,,,
2017/6/22 2:00,6,2,22.84,22.84,1013.7,0,1.6,0.61,0,0,0,,,,,,
2017/6/22 3:00,6,3,22.52,22.52,1013.5,0,1.17,0.32,0,0,0,,,,,,
2017/6/22 4:00,6,4,22.29,22.29318662,1013.2,5.34,1.17,0.42,2.672546757,0.002672547,0,,,,,,
2017/6/22 5:00,6,5,22.75,22.8654013,1013.8,108.58,0.86,0.58,96.64258478,0.096642585,0,,,,,,
2017/6/22 6:00,6,6,23.75,23.84414496,1013.7,260.77,1.03,0.92,78.64350879,0.078643509,0,,,,,,
2017/6/22 7:00,6,7,25.83,26.03978043,1013.3,405.84,0.98,0.95,174.2492775,0.174249277,0,,,,,,
2017/6/22 8:00,6,8,28.13,28.43745146,1013.1,547.35,0.5,0.5,245,0.245,0,,,,,,
2017/6/22 9:00,6,9,30.06,30.44390845,1012.8,659.49,1.3,1.32,245,0.245,0,,,,,,
2017/6/22 10:00,6,10,31.01,31.45780577,1012.8,755.61,1.61,1.53,245,0.245,0,,,,,,
2017/6/22 11:00,6,11,31.61,32.0958075,1012,812.57,1.8,1.82,245,0.245,0,,,,,,
2017/6/22 12:00,6,12,32.65,33.14990674,1013.9,833.93,1.32,1.36,245,0.245,0,,,,,,
2017/6/22 13:00,6,13,32.93,33.40887572,1013.2,801,2.4,2.41,245,0.245,0,,,,,,
2017/6/22 14:00,6,14,32.95,33.37505591,1012.8,717.34,3.6,3.7,245,0.245,0.151574755,,,,,,
2017/6/22 15:00,6,15,32.75,33.1175069,1012.4,631.9,4.8,5.1,245,0.245,0.323132649,,,,,,
2017/6/22 16:00,6,16,32.32,32.61311792,1012.4,524.21,5.6,6.3,239.3314419,0.239331442,0.45541648,,,,,,
2017/6/22 17:00,6,17,31.66,31.85605723,1013,396.05,5.2,6.31,160.4001071,0.160400107,0.429576131,,,,,,
2017/6/22 18:00,6,18,30.23,30.2936524,1013.3,168.21,3.55,5.5,52.28957218,0.052289572,0.261468542,,,,,,
2017/6/22 19:00,6,19,29.36,29.37816194,1012.7,30.26,1.24,3.04,14.95551241,0.014955512,0,,,,,,
2017/6/22 20:00,6,20,28.27,28.27584307,1013,9.79,2.73,3.57,4.825338677,0.004825339,0.085743752,,,,,,
2017/6/22 21:00,6,21,26.38,26.38,1013.3,0,3.3,5.64,0,0,0.249562747,,,,,,
2017/6/22 22:00,6,22,25,25,1013,0,3.54,6.57,0,0,0.319637163,,,,,,
2017/6/22 23:00,6,23,23.78,23.78,1012.7,0,3.48,6.48,0,0,0.309779641,,,,,,
2017/6/23 0:00,6,0,23.06,23.06,1012.9,0,3.13,5.87,0,0,0.247778241,,,,,,
2017/6/23 1:00,6,1,21.09,21.09,1013,0,2.38,5.22,0,0,0.148062435,,,,,,
2017/6/23 2:00,6,2,19.91,19.91,1012.4,0,1.71,4.12,0,0,0.031582293,,,,,,
2017/6/23 3:00,6,3,21.3,21.3,1012.6,0,0.3,2.53,0,0,0,,,,,,
2017/6/23 4:00,6,4,21.93,21.93318662,1012.7,5.34,0.22,1.33,2.675009805,0.00267501,0,,,,,,
2017/6/23 5:00,6,5,22.48,22.57655639,1012.7,92.56,0.3,0.82,80.92088642,0.080920886,0,,,,,,
2017/6/23 6:00,6,6,24.06,24.15114946,1012.7,250.98,0.72,0.98,76.0811019,0.076081102,0,,,,,,
2017/6/23 7:00,6,7,26.38,26.58934252,1012.5,404.95,2.73,2.92,173.6383275,0.173638328,0.043410932,,,,,,
2017/6/23 8:00,6,8,27.95,28.24160039,1012.6,518.87,4.56,5.02,240.8315055,0.240831505,0.302441018,,,,,,
2017/6/23 9:00,6,9,27.57,27.87755029,1012.9,525.99,5.65,6.02,245,0.245,0.439694224,,,,,,
2017/6/23 10:00,6,10,29.32,29.76203821,1012.7,745.82,6.99,7.67,245,0.245,0.637008852,,,,,,
2017/6/23 11:00,6,11,29.95,30.43582318,1012.3,812.57,7.2,7.81,245,0.245,0.659896418,,,,,,
2017/6/23 12:00,6,12,28.08,28.57405494,1016.2,824.14,7.27,7.91,245,0.245,0.671139025,,,,,,
2017/6/23 13:00,6,13,27.86,28.32027762,1016,769.85,7.27,7.91,245,0.245,0.671139025,,,,,,
2017/6/23 14:00,6,14,27.56,27.98612368,1015.9,719.12,6.87,7.32,245,0.245,0.605592483,,,,,,
2017/6/23 15:00,6,15,27.09,27.47194473,1015.8,656.82,6.4,6.89,245,0.245,0.546515992,,,,,,
2017/6/23 16:00,6,16,26.53,26.84128446,1016.1,557.14,5.81,6.31,245,0.245,0.469594014,,,,,,
2017/6/23 17:00,6,17,26.02,26.22669216,1016.2,419.19,4.96,5.46,171.6010628,0.171601063,0.357769334,,,,,,
2017/6/23 18:00,6,18,25.46,25.55426281,1015.9,265.22,3.98,4.7,78.39557044,0.07839557,0.243301403,,,,,,
2017/6/23 19:00,6,19,24.51,24.58269649,1015.5,115.7,2.75,4.08,60.61127285,0.060611273,0.118009549,,,,,,
2017/6/23 20:00,6,20,23.21,23.21531128,1016.1,8.9,1.84,3.86,4.443924462,0.004443924,0.031229972,,,,,,
2017/6/23 21:00,6,21,22.67,22.67,1017,0,2.06,4.79,0,0,0.0971082,,,,,,
2017/6/23 22:00,6,22,22.03,22.03,1017.4,0,3.19,5.02,0,0,0.206090147,,,,,,
2017/6/23 23:00,6,23,20.98,20.98,1017.2,0,2.01,3.67,0,0,0.036270127,,,,,,
2017/6/24 0:00,6,0,19.48,19.48,1017.5,0,1.8,3.31,0,0,0,,,,,,
2017/6/24 1:00,6,1,19.32,19.32,1017.7,0,1.66,2.81,0,0,0,,,,,,
2017/6/24 2:00,6,2,19.21,19.21,1017.1,0,0.86,1.8,0,0,0,,,,,,
2017/6/24 3:00,6,3,18.93,18.93,1016.9,0,0.71,1.4,0,0,0,,,,,,
2017/6/24 4:00,6,4,18.69,18.69159242,1016.5,2.67,0.86,1.4,1.347852198,0.001347852,0,,,,,,
2017/6/24 5:00,6,5,19.1,19.13267332,1016.8,48.06,0.41,0.71,27.6242728,0.027624273,0,,,,,,
2017/6/24 6:00,6,6,19.6,19.64643571,1016.7,118.37,0.71,0.42,39.2086837,0.039208684,0,,,,,,
2017/6/24 7:00,6,7,19.77,19.84808109,1016.6,132.61,0.64,0.36,65.89509049,0.06589509,0,,,,,,
2017/6/24 8:00,6,8,21.02,21.18427015,1016.4,280.35,1,0.91,138.1611115,0.138161111,0,,,,,,
2017/6/24 9:00,6,9,22.7,22.97000801,1015.9,459.24,1.3,1.1,226.0569738,0.226056974,0,,,,,,
2017/6/24 10:00,6,10,24.35,24.75164759,1015.3,677.29,2.41,2.31,245,0.245,0,,,,,,
2017/6/24 11:00,6,11,25.57,26.04574905,1014.4,795.66,3.08,3.06,245,0.245,0.074816819,,,,,,
2017/6/24 12:00,6,12,25.52,26.01461654,1017,825.03,4.85,4.97,245,0.245,0.317266939,,,,,,
2017/6/24 13:00,6,13,26.2,26.68636505,1016.2,813.46,4.22,4.18,245,0.245,0.223231671,,,,,,
2017/6/24 14:00,6,14,26.59,27.03615617,1015.4,752.94,3.67,3.62,245,0.245,0.150236163,,,,,,
2017/6/24 15:00,6,15,26.76,27.14197233,1014.5,656.82,3.35,3.4,245,0.245,0.115226236,,,,,,
2017/6/24 16:00,6,16,26.92,27.22003085,1014.4,536.67,3.59,3.81,245,0.245,0.158549026,,,,,,
2017/6/24 17:00,6,17,26.56,26.75732684,1014.3,398.72,3.86,4.25,163.60074,0.16360074,0.205616462,,,,,,
2017/6/24 18:00,6,18,25.51,25.60058194,1014.1,252.76,3.76,4.48,75.32528644,0.075325286,0.214281879,,,,,,
2017/6/24 19:00,6,19,23.93,24.00133253,1013.9,113.92,3.28,4.94,59.56316699,0.059563167,0.208387256,,,,,,
2017/6/24 20:00,6,20,22.18,22.18531127,1014.6,8.9,2.6,4.89,4.455672983,0.004455673,0.150920135,,,,,,
2017/6/24 21:00,6,21,21,21,1014.9,0,1.63,4.03,0,0,0.019520845,,,,,,
2017/6/24 22:00,6,22,20.27,20.27,1014.9,0,0.98,2.73,0,0,0,,,,,,
2017/6/24 23:00,6,23,19.84,19.84,1014.8,0,1.2,1.55,0,0,0,,,,,,
2017/6/25 0:00,6,0,20.01,20.01,1014.7,0,0.89,1.02,0,0,0,,,,,,
2017/6/25 1:00,6,1,20.11,20.11,1014.5,0,0.99,1.68,0,0,0,,,,,,
2017/6/25 2:00,6,2,19.43,19.43,1013.7,0,0.82,2.33,0,0,0,,,,,,
2017/6/25 3:00,6,3,18.84,18.84,1013.5,0,1.02,2.51,0,0,0,,,,,,
2017/6/25 4:00,6,4,18.61,18.61371838,1013.3,6.23,1.32,2.44,3.147921108,0.003147921,0,,,,,,
2017/6/25 5:00,6,5,19.06,19.15534921,1014.2,91.67,2.72,2.53,80.61013605,0.080610136,0.015298244,,,,,,
2017/6/25 6:00,6,6,19.69,19.74288656,1014.1,136.17,2.95,3.04,44.64458648,0.044644586,0.065441946,,,,,,
2017/6/25 7:00,6,7,20.53,20.65314247,1014,226.06,2.78,3,103.7107935,0.103710793,0.052031817,,,,,,
2017/6/25 8:00,6,8,21.08,21.22400702,1014.7,243.86,2.83,3.24,121.1062991,0.121106299,0.071361045,,,,,,
2017/6/25 9:00,6,9,22.16,22.46057692,1014.3,513.53,3.65,3.83,245,0.245,0.163687791,,,,,,
2017/6/25 10:00,6,10,22.31,22.67930838,1013.5,622.11,3.93,4,245,0.245,0.192856338,,,,,,
2017/6/25 11:00,6,11,23.89,24.32168609,1013.2,721.79,3.95,4.02,245,0.245,0.195485011,,,,,,
2017/6/25 12:00,6,12,24.69,25.18625777,1014.7,827.7,6.45,6.96,245,0.245,0.554453496,,,,,,
2017/6/25 13:00,6,13,25.16,25.65225695,1014.6,823.25,6.12,6.65,245,0.245,0.512406463,,,,,,
2017/6/25 14:00,6,14,25.1,25.54093211,1014.2,744.04,6.04,6.58,245,0.245,0.502560636,,,,,,
2017/6/25 15:00,6,15,24.99,25.37973839,1013.8,670.17,5.66,6.1,245,0.245,0.445787256,,,,,,
2017/6/25 16:00,6,16,24.82,25.13576467,1013.9,565.15,5.19,5.66,245,0.245,0.386002562,,,,,,
2017/6/25 17:00,6,17,24.45,24.64654433,1013.8,396.94,4.34,4.78,163.8434194,0.163843419,0.272145246,,,,,,
2017/6/25 18:00,6,18,24,24.09084956,1013.6,253.65,3.35,4.14,75.84255467,0.075842555,0.164656392,,,,,,
2017/6/25 19:00,6,19,22.96,23.03065708,1013.3,113.03,2.55,4.02,59.14653532,0.059146535,0.09923068,,,,,,
2017/6/25 20:00,6,20,21.65,21.65531126,1013.7,8.9,1.49,3.58,4.461711943,0.004461712,0,,,,,,
2017/6/25 21:00,6,21,20.61,20.61,1014.1,0,1.21,3.05,0,0,0,,,,,,
2017/6/25 22:00,6,22,19.32,19.32,1014.3,0,1.94,2.21,0,0,0,,,,,,
2017/6/25 23:00,6,23,18.07,18.07,1014.2,0,2.34,1.52,0,0,0,,,,,,
2017/6/26 0:00,6,0,16.92,16.92,1014,0,2.31,1.17,0,0,0,,,,,,
2017/6/26 1:00,6,1,16.67,16.67,1014.1,0,1.8,1.32,0,0,0,,,,,,
2017/6/26 2:00,6,2,16.81,16.81,1012.9,0,1.14,1.14,0,0,0,,,,,,
2017/6/26 3:00,6,3,16.25,16.25,1012.7,0,0.86,0.6,0,0,0,,,,,,
2017/6/26 4:00,6,4,15.83,15.83265501,1012.8,4.45,1.03,0.91,2.263559071,0.002263559,0,,,,,,
2017/6/26 5:00,6,5,16.27,16.37537777,1012.6,99.68,1.2,1.8,89.71796525,0.089717965,0,,,,,,
2017/6/26 6:00,6,6,18.16,18.25060287,1011.9,249.2,1.39,1.34,76.77362485,0.076773625,0,,,,,,
2017/6/26 7:00,6,7,20.48,20.68943312,1011.5,404.95,1.12,1.12,176.3685814,0.176368581,0,,,,,,
2017/6/26 8:00,6,8,22.38,22.69054998,1011.5,552.69,1.22,1.1,245,0.245,0,,,,,,
2017/6/26 9:00,6,9,23.68,24.0764302,1010.9,680.85,1.14,0.92,245,0.245,0,,,,,,
2017/6/26 10:00,6,10,24.97,25.43163814,1009.9,778.75,1.97,1.75,245,0.245,0,,,,,,
2017/6/26 11:00,6,11,26.16,26.66137305,1009.3,838.38,1.66,1.5,245,0.245,0,,,,,,
2017/6/26 12:00,6,12,27.94,28.43951261,1010.5,833.04,1.94,1.91,245,0.245,0,,,,,,
2017/6/26 13:00,6,13,28.57,29.05858794,1010.1,817.02,2.1,2.1,245,0.245,0,,,,,,
2017/6/26 14:00,6,14,28.99,29.4351973,1009.3,751.16,2,2.01,245,0.245,0,,,,,,
2017/6/26 15:00,6,15,29.1,29.47175906,1008.6,639.02,1.8,1.9,245,0.245,0,,,,,,
2017/6/26 16:00,6,16,28.66,28.89660262,1008.4,421.86,1.33,1.5,195.0760777,0.195076078,0,,,,,,
2017/6/26 17:00,6,17,28.21,28.32571192,1008.5,226.95,0.85,1.03,95.54505998,0.09554506,0,,,,,,
2017/6/26 18:00,6,18,27.85,27.92881672,1008,214.49,1.17,1.12,65.14736143,0.065147361,0,,,,,,
2017/6/26 19:00,6,19,26.73,26.8054813,1007.2,119.26,1.51,1.8,62.57261315,0.062572613,0,,,,,,
2017/6/26 20:00,6,20,25.44,25.44690695,1007.7,11.57,1.04,1.08,5.745893672,0.005745894,0,,,,,,
2017/6/26 21:00,6,21,23.99,23.99,1008.1,0,0.28,0.45,0,0,0,,,,,,
2017/6/26 22:00,6,22,22.59,22.59,1008.6,0,1.84,3.11,0,0,0,,,,,,
2017/6/26 23:00,6,23,22.95,22.95,1008.8,0,2.21,4.67,0,0,0.105268278,,,,,,
2017/6/27 0:00,6,0,21.7,21.7,1008.9,0,1.77,2.91,0,0,0,,,,,,
2017/6/27 1:00,6,1,19.7,19.7,1008.6,0,1.61,2.78,0,0,0,,,,,,
2017/6/27 2:00,6,2,19.32,19.32,1007.8,0,0.82,1.49,0,0,0,,,,,,
2017/6/27 3:00,6,3,18.91,18.91,1007.8,0,0.41,0.5,0,0,0,,,,,,
2017/6/27 4:00,6,4,18.8,18.80318659,1007.6,5.34,1.34,1.04,2.696415635,0.002696416,0,,,,,,
2017/6/27 5:00,6,5,19.08,19.14375912,1007.6,71.2,1.08,1.5,53.90482817,0.053904828,0,,,,,,
2017/6/27 6:00,6,6,20.42,20.47826158,1007.1,151.3,0.95,0.85,49.08988889,0.049089889,0,,,,,,
2017/6/27 7:00,6,7,21.57,21.71121909,1006.4,267.89,1.66,1.34,118.6138741,0.118613874,0,,,,,,
2017/6/27 8:00,6,8,23.54,23.68502347,1006.5,245.64,1.12,1.17,121.1941968,0.121194197,0,,,,,,
2017/6/27 9:00,6,9,25.82,26.20513489,1005.8,661.27,0.8,0.8,245,0.245,0,,,,,,
2017/6/27 10:00,6,10,27.21,27.65327491,1005.2,747.6,2.15,2.06,245,0.245,0,,,,,,
2017/6/27 11:00,6,11,27.53,27.8565448,1004.2,545.57,3.04,3.32,245,0.245,0.09030263,,,,,,
2017/6/27 12:00,6,12,26.38,26.62069021,1005.8,402.28,0.7,0.71,199.6233248,0.199623325,0,,,,,,
2017/6/27 13:00,6,13,27.04,27.30949153,1005.4,450.34,0.63,0.45,223.1116556,0.223111656,0,,,,,,
2017/6/27 14:00,6,14,27.19,27.4935265,1004.9,510.86,0.92,0.9,245,0.245,0,,,,,,
2017/6/27 15:00,6,15,27.39,27.64551112,1003.7,437.88,0.67,0.5,211.3528096,0.21135281,0,,,,,,
2017/6/27 16:00,6,16,27.14,27.2953583,1003.4,275.01,0.14,0.45,128.6256336,0.128625634,0,,,,,,
2017/6/27 17:00,6,17,26.56,26.63993304,1003.2,154.86,2.42,3.58,66.29145764,0.066291458,0.063808962,,,,,,
2017/6/27 18:00,6,18,26.47,26.53990274,1002.5,186.9,3.23,4.94,57.98797845,0.057987978,0.204575826,,,,,,
2017/6/27 19:00,6,19,25.25,25.32983417,1001.5,124.6,2.2,3.79,66.43420379,0.066434204,0.058497443,,,,,,
2017/6/27 20:00,6,20,24.28,24.285843,1001.4,9.79,2.36,3.23,4.875376308,0.004875376,0.038449029,,,,,,
2017/6/27 21:00,6,21,22.69,22.69,1001.7,0,2.69,4.63,0,0,0.144481647,,,,,,
2017/6/27 22:00,6,22,21.45,21.45,1001.5,0,2.8,5.59,0,0,0.204597504,,,,,,
2017/6/27 23:00,6,23,21.35,21.35,1001.2,0,2.9,6.45,0,0,0.256569008,,,,,,
2017/6/28 0:00,6,0,20.69,20.69,1000.9,0,2.97,6.51,0,0,0.266022029,,,,,,
2017/6/28 1:00,6,1,20.2,20.2,1000.5,0,2.64,5.55,0,0,0.188251881,,,,,,
2017/6/28 2:00,6,2,22.37,22.37,1000,0,4.11,7.84,0,0,0.435161401,,,,,,
2017/6/28 3:00,6,3,19.5,19.5,1000,0,7.36,10.08,0,0,0.816447803,,,,,,
2017/6/28 4:00,6,4,18.34,18.34159241,1000.4,2.67,3.51,5.01,1.349041443,0.001349041,0.229727757,,,,,,
2017/6/28 5:00,6,5,18.2,18.28900737,1000.9,87.22,2.8,3.19,75.41430738,0.075414307,0.066084105,,,,,,
2017/6/28 6:00,6,6,18.94,19.0306079,1000.6,249.2,4.52,5.6,76.62602576,0.076626026,0.3378177,,,,,,
2017/6/28 7:00,6,7,19.32,19.52819139,1000.4,402.28,4.75,5.05,175.8423847,0.175842385,0.316558182,,,,,,
2017/6/28 8:00,6,8,20.43,20.73324166,1000.4,539.34,3.55,3.54,245,0.245,0.137294727,,,,,,
2017/6/28 9:00,6,9,22,22.38779233,999.7,665.72,2.6,2.6,245,0.245,0.013142857,,,,,,
2017/6/28 10:00,6,10,21.97,22.25849637,998.8,484.16,1.8,1.77,241.9769278,0.241976928,0,,,,,,
2017/6/28 11:00,6,11,22.28,22.43031418,998.4,251.87,1.2,1,126.0208389,0.126020839,0,,,,,,
2017/6/28 12:00,6,12,22.3,22.62440746,1000.6,541.12,1.88,1.62,245,0.245,0,,,,,,
2017/6/28 13:00,6,13,22.45,22.76805294,999.4,531.33,1.4,1.2,245,0.245,0,,,,,,
2017/6/28 14:00,6,14,22.23,22.46348278,998.8,391.6,1.66,1.7,195.7313237,0.195731324,0,,,,,,
2017/6/28 15:00,6,15,22.28,22.39775556,998.1,197.58,3.05,3.83,98.73248107,0.098732481,0.124353405,,,,,,
2017/6/28 16:00,6,16,21.27,21.3558814,998.4,145.07,4.33,6.08,72.19977282,0.072199773,0.354132269,,,,,,
2017/6/28 17:00,6,17,21.04,21.12263968,998,160.2,3.58,4.53,69.51589913,0.069515899,0.205239819,,,,,,
2017/6/28 18:00,6,18,19.11,19.14475381,998.3,80.99,5.54,7.89,29.38236201,0.029382362,0.55157112,,,,,,
2017/6/28 19:00,6,19,16.35,16.36977672,998.1,32.93,3.8,5.32,16.83801259,0.016838013,0.269616203,,,,,,
2017/6/28 20:00,6,20,15.91,15.91159207,998.6,2.67,1.97,3.68,1.357063969,0.001357064,0.033412886,,,,,,
2017/6/28 21:00,6,21,15.27,15.27,999.2,0,2.38,4.31,0,0,0.101529995,,,,,,
2017/6/28 22:00,6,22,15.25,15.25,998.8,0,2.78,4.41,0,0,0.139378852,,,,,,
2017/6/28 23:00,6,23,15.08,15.08,998.6,0,3.98,6.05,0,0,0.32622375,,,,,,
2017/6/29 0:00,6,0,14.77,14.77,998.7,0,2.41,4.1,0,0,0.092601153,,,,,,
2017/6/29 1:00,6,1,15.05,15.05,998.5,0,2.62,4.69,0,0,0.141970623,,,,,,
2017/6/29 2:00,6,2,15.21,15.21,998,0,5.85,8.39,0,0,0.604314977,,,,,,
2017/6/29 3:00,6,3,14.5,14.5,998.2,0,4.78,6.72,0,0,0.425572378,,,,,,
2017/6/29 4:00,6,4,14.36,14.3621236,998.6,3.56,2.87,4.65,1.817209608,0.00181721,0.160034015,,,,,,
2017/6/29 5:00,6,5,14.89,14.95089709,998.5,69.42,1.66,2.51,52.03379087,0.052033791,0,,,,,,
2017/6/29 6:00,6,6,16.25,16.3347608,998.1,230.51,1.25,1.12,72.17220508,0.072172205,0,,,,,,
2017/6/29 7:00,6,7,16.88,17.03677405,997.9,300.82,1.24,0.8,133.2536201,0.13325362,0,,,,,,
2017/6/29 8:00,6,8,17.98,18.2312189,997.6,445,1.4,1.1,212.8843618,0.212884362,0,,,,,,
2017/6/29 9:00,6,9,18.85,19.16483406,997.3,538.45,1.5,1.1,245,0.245,0,,,,,,
2017/6/29 10:00,6,10,20.72,21.05873432,996.6,569.6,4.34,4.52,245,0.245,0.254395588,,,,,,
2017/6/29 11:00,6,11,19.82,20.11458304,996.9,492.17,6.08,7.56,245,0.245,0.569548335,,,,,,
2017/6/29 12:00,6,12,20.02,20.36481018,1000.2,574.94,5.25,5.95,245,0.245,0.409331885,,,,,,
2017/6/29 13:00,6,13,20.15,20.42861368,1000.3,465.47,5.56,6.79,234.7833226,0.234783323,0.484839686,,,,,,
2017/6/29 14:00,6,14,19.55,19.69607506,1000.9,244.75,6.08,6.98,123.3250608,0.123325061,0.531914408,,,,,,
2017/6/29 15:00,6,15,14.03,14.07245978,1002.9,71.2,7.65,10.33,36.36009379,0.036360094,0.852569316,,,,,,
2017/6/29 16:00,6,16,13.86,13.87591763,1003.4,26.7,4.82,7.21,13.63765755,0.013637658,0.457612372,,,,,,
2017/6/29 17:00,6,17,15.02,15.06696334,1003.4,88.11,2.15,2.75,40.11632406,0.040116324,0,,,,,,
2017/6/29 18:00,6,18,14.69,14.71371198,1003.1,40.94,2.4,4.47,20.27289707,0.020272897,0.111725336,,,,,,
2017/6/29 19:00,6,19,14.87,14.89788365,1002.6,46.28,1.79,2.98,23.82849104,0.023828491,0,,,,,,
2017/6/29 20:00,6,20,15.17,15.17584294,1003.4,9.79,0.92,1.99,4.989704931,0.004989705,0,,,,,,
2017/6/29 21:00,6,21,14.2,14.2,1004.1,0,0.85,2.55,0,0,0,,,,,,
2017/6/29 22:00,6,22,13.72,13.72,1003.9,0,1.53,1,0,0,0,,,,,,
2017/6/29 23:00,6,23,12.02,12.02,1004,0,2.75,3.67,0,0,0.093353297,,,,,,
2017/6/30 0:00,6,0,11.81,11.81,1004.2,0,2.57,4.7,0,0,0.138317878,,,,,,
2017/6/30 1:00,6,1,11.35,11.35,1004.8,0,2.42,4.52,0,0,0.116067525,,,,,,
2017/6/30 2:00,6,2,10.87,10.87,1004.6,0,1.92,3.94,0,0,0.042460895,,,,,,
2017/6/30 3:00,6,3,10.17,10.17,1004.7,0,2.5,3.47,0,0,0.06316049,,,,,,
2017/6/30 4:00,6,4,9.94,9.942654976,1005.1,4.45,2.6,4.28,2.297128063,0.002297128,0.11785477,,,,,,
