lons,lats,radiation FH0-1W/m2(avg),radiation FH1-2W/m2(avg),radiation FH2-3W/m2(avg),radiation FH3-4W/m2(avg),radiation FH4-5W/m2(avg),radiation FH5-6W/m2(avg),radiation FH6-7W/m2(avg),radiation FH7-8W/m2(avg),radiation FH8-9W/m2(avg),radiation FH9-10W/m2(avg),radiation FH10-11W/m2(avg),radiation FH11-12W/m2(avg),radiation FH12-13W/m2(avg),radiation FH13-14W/m2(avg),radiation FH14-15W/m2(avg)
129.88,33.35,452.48,608.18,660.67,628.28,518.44,559.35,432.53,294.53,181.38,57.75,1.84,0.0,0.0,0.0,0.0
129.94,33.35,456.23,610.18,653.17,583.78,495.94,553.85,409.53,291.28,181.63,57.0,1.84,0.0,0.0,0.0,0.0
130.0,33.35,461.98,608.93,627.67,563.28,537.44,559.85,418.78,313.28,187.13,57.12,1.75,0.0,0.0,0.0,0.0
130.06,33.35,479.48,612.18,617.42,575.03,588.19,575.85,446.28,317.53,183.13,57.25,1.69,0.0,0.0,0.0,0.0
130.12,33.35,491.98,608.93,610.92,556.28,616.19,577.6,448.53,300.28,168.25,54.5,1.59,0.0,0.0,0.0,0.0
130.19,33.35,497.48,609.93,613.17,546.28,630.94,569.6,433.78,286.03,155.5,52.0,1.47,0.0,0.0,0.0,0.0
130.25,33.35,491.48,616.18,611.42,543.28,634.69,561.6,426.78,282.78,150.5,50.12,1.38,0.0,0.0,0.0,0.0
130.31,33.35,491.23,629.93,589.67,556.78,650.44,555.6,423.53,288.03,152.63,50.12,1.34,0.0,0.0,0.0,0.0
130.38,33.35,491.73,645.43,542.17,567.03,645.94,547.1,417.03,288.28,153.63,50.25,1.28,0.0,0.0,0.0,0.0
130.44,33.35,497.23,641.93,496.92,585.78,626.19,538.6,416.28,288.53,157.0,51.5,1.31,0.0,0.0,0.0,0.0
130.5,33.35,501.98,618.18,460.92,601.78,600.94,530.1,419.28,292.03,164.13,54.88,1.38,0.0,0.0,0.0,0.0
130.56,33.35,505.23,599.18,432.42,623.03,601.44,528.35,421.03,309.28,175.63,59.5,1.41,0.0,0.0,0.0,0.0
130.62,33.35,511.23,572.43,397.42,643.53,604.94,500.6,409.28,333.28,191.75,62.38,1.38,0.0,0.0,0.0,0.0
130.69,33.35,506.98,527.93,394.42,653.28,585.44,479.1,392.28,339.53,197.88,63.12,1.34,0.0,0.0,0.0,0.0
130.75,33.35,494.48,502.18,401.42,644.03,556.19,468.35,376.78,329.03,193.63,63.0,1.28,0.0,0.0,0.0,0.0
130.81,33.35,492.73,470.43,399.67,615.28,552.69,473.85,378.53,323.28,188.88,61.12,1.19,0.0,0.0,0.0,0.0
130.88,33.35,494.48,424.93,415.92,602.53,576.69,486.85,395.78,325.03,182.0,57.88,1.12,0.0,0.0,0.0,0.0
130.94,33.35,496.23,404.93,470.92,612.78,607.69,498.85,426.78,341.53,182.63,56.75,1.06,0.0,0.0,0.0,0.0
131.0,33.35,483.73,370.18,513.17,616.03,609.44,493.1,441.78,356.28,192.25,58.25,1.03,0.0,0.0,0.0,0.0
131.06,33.35,447.73,363.18,505.67,583.03,579.69,464.6,435.03,346.03,189.88,58.75,1.0,0.0,0.0,0.0,0.0
131.12,33.35,426.48,402.43,491.67,564.78,559.69,462.35,428.53,340.78,189.5,59.12,0.97,0.0,0.0,0.0,0.0
131.19,33.35,413.23,436.68,503.17,576.78,558.19,485.1,425.03,335.53,194.5,59.5,0.94,0.0,0.0,0.0,0.0
131.25,33.35,393.23,468.18,514.67,582.53,548.19,496.6,414.03,323.78,195.25,59.75,0.94,0.0,0.0,0.0,0.0
131.31,33.35,389.48,492.93,530.17,592.53,550.19,506.35,412.78,320.28,197.38,61.25,0.94,0.0,0.0,0.0,0.0
131.38,33.35,360.73,482.93,524.42,566.53,543.69,507.85,412.78,318.03,197.0,61.88,0.91,0.0,0.0,0.0,0.0
131.44,33.35,342.98,433.68,488.92,539.53,550.19,516.6,413.53,315.28,189.13,58.12,0.81,0.0,0.0,0.0,0.0
131.5,33.35,406.73,458.68,516.92,587.53,612.44,559.1,440.78,321.28,179.63,51.88,0.69,0.0,0.0,0.0,0.0
131.56,33.35,448.73,511.68,573.42,648.53,654.19,585.1,470.78,332.28,182.25,51.62,0.66,0.0,0.0,0.0,0.0
131.62,33.35,469.48,567.93,621.92,694.28,688.19,608.35,493.03,345.78,190.88,54.88,0.69,0.0,0.0,0.0,0.0
131.69,33.35,477.73,601.68,648.17,713.53,703.19,625.1,504.53,358.28,199.88,58.5,0.69,0.0,0.0,0.0,0.0
129.44,33.3,410.98,605.68,674.92,713.28,568.94,441.1,446.28,340.78,188.63,62.5,2.22,0.0,0.0,0.0,0.0
129.5,33.3,416.73,612.18,667.67,699.78,543.19,479.6,467.03,338.78,189.0,62.75,2.06,0.0,0.0,0.0,0.0
129.56,33.3,414.98,613.18,657.17,682.53,543.69,525.85,478.28,339.78,190.38,63.25,2.03,0.0,0.0,0.0,0.0
129.62,33.3,418.23,606.68,647.92,671.03,564.19,551.85,479.78,337.53,187.88,59.25,1.88,0.0,0.0,0.0,0.0
129.69,33.3,428.73,599.18,649.67,677.28,558.69,556.6,481.03,331.28,186.25,57.25,1.81,0.0,0.0,0.0,0.0
129.75,33.3,434.23,595.68,657.92,675.78,547.69,568.6,478.03,318.78,182.75,56.62,1.78,0.0,0.0,0.0,0.0
129.81,33.3,435.73,593.18,662.17,660.78,521.94,566.6,464.78,304.53,180.63,56.38,1.81,0.0,0.0,0.0,0.0
129.88,33.3,438.98,592.93,658.67,635.03,502.19,550.6,446.28,298.03,180.5,55.62,1.75,0.0,0.0,0.0,0.0
129.94,33.3,439.98,599.43,646.67,592.03,502.94,559.1,436.28,310.53,180.88,55.62,1.75,0.0,0.0,0.0,0.0
130.0,33.3,450.73,606.93,627.92,550.53,525.44,570.85,435.53,316.78,179.63,55.75,1.69,0.0,0.0,0.0,0.0
130.06,33.3,468.23,618.43,619.92,539.53,564.19,579.35,441.78,307.03,174.13,55.62,1.62,0.0,0.0,0.0,0.0
130.12,33.3,477.48,618.93,623.42,527.78,589.44,574.6,435.03,291.03,164.63,54.5,1.53,0.0,0.0,0.0,0.0
130.19,33.3,482.48,615.43,624.42,515.53,602.94,563.35,416.78,275.28,154.38,54.12,1.5,0.0,0.0,0.0,0.0
130.25,33.3,484.98,620.18,609.42,502.53,613.44,549.35,396.78,272.28,151.38,53.25,1.41,0.0,0.0,0.0,0.0
130.31,33.3,486.48,629.93,572.92,506.03,619.19,531.6,391.53,273.78,152.38,51.88,1.31,0.0,0.0,0.0,0.0
130.38,33.3,490.98,639.18,516.67,522.53,611.19,516.85,392.53,275.03,153.25,50.62,1.25,0.0,0.0,0.0,0.0
130.44,33.3,499.48,630.43,460.42,563.53,585.19,502.85,393.53,276.28,155.5,50.75,1.22,0.0,0.0,0.0,0.0
130.5,33.3,511.73,600.18,428.92,607.03,546.94,493.35,396.28,283.28,161.25,53.12,1.31,0.0,0.0,0.0,0.0
130.56,33.3,517.23,579.68,426.42,633.03,559.69,513.1,421.53,304.28,170.75,57.75,1.34,0.0,0.0,0.0,0.0
130.62,33.3,526.98,578.43,397.92,646.28,582.94,487.85,420.03,329.78,185.25,61.12,1.31,0.0,0.0,0.0,0.0
130.69,33.3,524.23,524.43,397.67,654.28,575.94,461.1,415.03,345.53,198.5,63.0,1.28,0.0,0.0,0.0,0.0
130.75,33.3,506.98,472.68,408.67,654.78,560.69,445.85,399.03,339.53,197.38,62.25,1.22,0.0,0.0,0.0,0.0
130.81,33.3,484.73,417.93,421.92,633.53,551.94,449.35,383.53,329.03,193.13,60.38,1.12,0.0,0.0,0.0,0.0
130.88,33.3,464.23,355.43,431.67,593.28,560.44,450.85,379.53,316.28,184.5,57.38,1.06,0.0,0.0,0.0,0.0
130.94,33.3,467.73,330.68,463.17,602.03,596.19,464.6,403.28,321.53,179.5,55.75,1.0,0.0,0.0,0.0,0.0
131.0,33.3,480.48,300.43,509.17,628.53,624.69,495.35,447.53,346.78,186.0,56.25,0.94,0.0,0.0,0.0,0.0
131.06,33.3,456.73,267.93,509.17,606.03,592.19,484.6,452.78,351.03,192.88,58.25,0.94,0.0,0.0,0.0,0.0
131.12,33.3,429.73,279.18,491.42,572.03,561.69,478.6,442.53,340.28,188.75,57.38,0.91,0.0,0.0,0.0,0.0
131.19,33.3,423.98,356.18,496.92,572.53,557.19,494.1,434.53,329.28,187.13,56.12,0.84,0.0,0.0,0.0,0.0
131.25,33.3,406.23,419.68,511.92,573.03,542.69,492.35,414.28,308.78,180.25,54.38,0.81,0.0,0.0,0.0,0.0
131.31,33.3,377.23,466.93,515.92,557.78,518.19,468.35,384.28,288.28,173.13,53.75,0.81,0.0,0.0,0.0,0.0
131.38,33.3,321.98,450.93,489.92,512.03,493.69,445.6,364.28,278.78,169.63,53.25,0.78,0.0,0.0,0.0,0.0
131.44,33.3,282.73,401.93,468.42,494.03,517.44,466.85,381.53,285.03,170.75,54.12,0.75,0.0,0.0,0.0,0.0
131.5,33.3,376.98,451.93,512.17,563.03,585.44,520.85,421.03,306.28,174.13,51.25,0.69,0.0,0.0,0.0,0.0
131.56,33.3,428.48,479.68,546.17,617.78,642.44,573.1,452.28,322.03,180.63,52.5,0.66,0.0,0.0,0.0,0.0
131.62,33.3,459.73,530.68,595.17,676.53,689.69,606.6,484.53,337.78,188.88,55.12,0.66,0.0,0.0,0.0,0.0
131.69,33.3,476.23,567.18,627.92,709.78,718.44,623.1,502.03,350.03,195.88,57.5,0.69,0.0,0.0,0.0,0.0
129.44,33.25,408.73,608.93,686.17,694.53,565.69,466.1,459.78,333.03,184.63,61.5,2.09,0.0,0.0,0.0,0.0
129.5,33.25,411.48,618.43,683.17,680.03,538.44,490.6,473.78,333.78,186.88,61.75,2.0,0.0,0.0,0.0,0.0
129.56,33.25,418.48,619.18,673.17,659.53,530.19,522.1,483.53,330.53,185.88,60.38,1.91,0.0,0.0,0.0,0.0
129.62,33.25,433.98,614.93,664.17,641.78,544.69,528.85,483.03,317.03,177.0,58.12,1.81,0.0,0.0,0.0,0.0
129.69,33.25,448.73,609.43,666.92,665.28,571.44,542.6,470.03,311.78,172.13,56.12,1.75,0.0,0.0,0.0,0.0
129.75,33.25,461.23,603.93,670.17,663.28,556.69,549.1,467.03,312.28,175.63,54.88,1.72,0.0,0.0,0.0,0.0
129.81,33.25,458.23,598.93,667.17,643.03,525.94,553.35,455.28,310.53,175.63,53.88,1.72,0.0,0.0,0.0,0.0
129.88,33.25,446.98,595.43,656.92,613.28,489.19,547.1,442.78,310.28,177.38,54.12,1.72,0.0,0.0,0.0,0.0
129.94,33.25,449.98,606.68,645.42,579.03,482.69,553.1,438.53,314.53,176.75,55.0,1.69,0.0,0.0,0.0,0.0
130.0,33.25,464.98,621.43,628.67,538.53,502.44,569.35,438.03,312.03,174.25,55.25,1.62,0.0,0.0,0.0,0.0
130.06,33.25,484.23,629.68,613.92,515.53,518.69,572.1,443.03,309.28,170.5,55.0,1.53,0.0,0.0,0.0,0.0
130.12,33.25,493.73,626.68,604.67,496.53,539.19,562.6,418.78,293.28,167.13,54.88,1.47,0.0,0.0,0.0,0.0
130.19,33.25,493.48,624.18,602.42,478.53,567.44,548.6,387.03,279.28,162.88,54.88,1.47,0.0,0.0,0.0,0.0
130.25,33.25,491.23,624.93,587.17,468.03,588.44,525.6,367.78,271.78,160.38,54.75,1.41,0.0,0.0,0.0,0.0
130.31,33.25,494.23,630.18,549.67,475.03,595.69,499.35,363.03,269.28,159.0,53.62,1.31,0.0,0.0,0.0,0.0
130.38,33.25,500.48,632.68,488.17,495.03,579.19,475.1,370.78,274.28,157.88,51.88,1.25,0.0,0.0,0.0,0.0
130.44,33.25,509.73,609.43,427.92,556.03,553.94,465.35,380.53,282.78,158.75,50.88,1.22,0.0,0.0,0.0,0.0
130.5,33.25,519.73,558.68,399.92,625.28,538.19,487.35,387.53,292.78,160.38,52.5,1.25,0.0,0.0,0.0,0.0
130.56,33.25,523.73,523.18,425.67,645.28,556.19,521.35,408.28,307.53,168.5,56.25,1.28,0.0,0.0,0.0,0.0
130.62,33.25,530.98,542.18,405.17,648.53,575.19,500.85,426.53,323.78,179.0,59.12,1.25,0.0,0.0,0.0,0.0
130.69,33.25,534.23,522.43,399.67,652.28,568.94,470.6,439.53,344.78,192.0,60.88,1.22,0.0,0.0,0.0,0.0
130.75,33.25,522.23,457.43,425.67,648.53,544.44,442.85,428.03,343.28,196.75,60.88,1.16,0.0,0.0,0.0,0.0
130.81,33.25,492.48,398.68,458.42,633.28,527.44,428.85,409.03,325.78,191.0,59.62,1.09,0.0,0.0,0.0,0.0
130.88,33.25,445.73,338.18,467.17,587.53,518.94,424.6,391.28,312.78,185.5,57.25,1.03,0.0,0.0,0.0,0.0
130.94,33.25,434.98,308.93,478.67,575.78,549.94,429.85,392.78,311.03,179.75,55.12,0.94,0.0,0.0,0.0,0.0
131.0,33.25,449.48,259.68,505.67,592.03,580.44,447.85,413.03,319.78,181.13,55.0,0.91,0.0,0.0,0.0,0.0
131.06,33.25,433.73,230.18,512.67,600.28,579.44,484.35,454.78,354.53,194.25,57.5,0.88,0.0,0.0,0.0,0.0
131.12,33.25,391.98,217.68,487.92,557.03,539.69,475.85,440.03,338.28,187.75,56.12,0.84,0.0,0.0,0.0,0.0
131.19,33.25,383.48,236.18,489.67,559.53,537.94,487.85,429.78,324.03,184.5,54.75,0.81,0.0,0.0,0.0,0.0
131.25,33.25,362.23,322.43,502.67,560.53,527.94,479.35,403.28,298.53,175.0,52.62,0.78,0.0,0.0,0.0,0.0
131.31,33.25,328.23,418.43,495.67,525.53,493.19,442.85,363.03,268.28,160.0,49.5,0.69,0.0,0.0,0.0,0.0
131.38,33.25,339.73,442.93,479.17,493.28,485.44,432.85,348.53,260.78,153.5,48.0,0.66,0.0,0.0,0.0,0.0
131.44,33.25,311.23,446.18,496.17,508.78,513.94,445.1,381.28,280.78,166.0,52.62,0.72,0.0,0.0,0.0,0.0
131.5,33.25,367.73,455.43,507.67,532.53,566.69,485.85,404.78,298.53,169.25,51.38,0.66,0.0,0.0,0.0,0.0
131.56,33.25,398.23,463.18,531.42,581.53,622.44,530.85,425.03,314.28,177.0,52.88,0.66,0.0,0.0,0.0,0.0
131.62,33.25,439.98,497.43,564.42,644.78,658.44,568.35,452.28,328.78,184.13,54.12,0.62,0.0,0.0,0.0,0.0
131.69,33.25,470.23,528.18,594.92,685.78,702.94,602.6,480.53,339.53,189.88,55.75,0.62,0.0,0.0,0.0,0.0
129.44,33.2,398.23,604.93,683.17,677.28,602.94,509.85,467.28,327.78,184.0,60.5,2.06,0.0,0.0,0.0,0.0
129.5,33.2,404.48,610.68,681.17,668.78,591.69,502.35,473.28,326.03,182.88,59.75,2.0,0.0,0.0,0.0,0.0
129.56,33.2,415.48,610.43,675.42,661.78,580.44,495.6,469.78,317.78,178.0,57.62,1.94,0.0,0.0,0.0,0.0
129.62,33.2,432.98,609.93,673.92,650.28,566.19,474.6,450.53,302.78,168.25,56.25,1.81,0.0,0.0,0.0,0.0
129.69,33.2,458.98,613.93,673.67,643.03,566.69,504.35,432.78,303.78,167.88,56.12,1.72,0.0,0.0,0.0,0.0
129.75,33.2,474.48,608.18,669.17,649.53,556.94,539.1,440.53,311.28,170.88,53.5,1.66,0.0,0.0,0.0,0.0
129.81,33.2,475.98,601.43,659.92,638.53,536.19,544.6,439.53,310.78,171.0,51.75,1.69,0.0,0.0,0.0,0.0
129.88,33.2,461.23,597.93,649.42,618.03,512.19,553.6,439.78,311.28,173.0,52.75,1.69,0.0,0.0,0.0,0.0
129.94,33.2,459.73,612.18,641.17,592.53,512.94,564.6,442.28,312.78,172.75,54.38,1.66,0.0,0.0,0.0,0.0
130.0,33.2,471.48,629.93,631.67,564.28,538.19,578.6,439.53,311.78,170.88,54.38,1.56,0.0,0.0,0.0,0.0
130.06,33.2,488.73,640.18,623.42,537.53,550.94,582.6,433.53,308.53,168.88,53.75,1.47,0.0,0.0,0.0,0.0
130.12,33.2,496.98,635.93,618.92,501.78,572.19,570.6,414.28,297.53,167.5,52.75,1.41,0.0,0.0,0.0,0.0
130.19,33.2,496.98,629.68,612.17,459.53,579.19,551.85,390.03,287.78,165.0,52.88,1.38,0.0,0.0,0.0,0.0
130.25,33.2,496.48,626.43,582.67,454.28,601.94,524.85,373.03,282.28,164.88,53.75,1.38,0.0,0.0,0.0,0.0
130.31,33.2,499.48,623.93,534.42,468.78,595.94,491.6,367.53,280.53,163.25,53.5,1.28,0.0,0.0,0.0,0.0
130.38,33.2,507.98,619.93,473.92,489.53,576.44,472.6,381.03,285.53,162.38,52.25,1.22,0.0,0.0,0.0,0.0
130.44,33.2,518.23,599.43,415.42,545.53,567.19,492.35,394.53,292.28,161.38,50.5,1.19,0.0,0.0,0.0,0.0
130.5,33.2,525.48,556.18,378.92,602.53,566.19,511.35,399.53,299.28,162.63,51.5,1.19,0.0,0.0,0.0,0.0
130.56,33.2,521.73,508.18,390.67,635.03,573.19,520.6,402.78,307.78,166.13,54.0,1.19,0.0,0.0,0.0,0.0
130.62,33.2,517.73,511.93,402.42,650.53,587.69,517.85,422.53,317.78,173.5,56.88,1.19,0.0,0.0,0.0,0.0
130.69,33.2,528.23,521.68,413.42,664.03,588.44,508.85,453.28,335.03,186.5,59.25,1.16,0.0,0.0,0.0,0.0
130.75,33.2,526.73,466.43,439.17,656.53,558.44,483.85,455.03,341.53,196.5,60.38,1.12,0.0,0.0,0.0,0.0
130.81,33.2,493.48,409.43,478.92,637.03,532.69,456.6,434.78,321.03,190.75,60.0,1.09,0.0,0.0,0.0,0.0
130.88,33.2,442.98,357.18,498.42,605.03,517.69,436.35,406.78,298.28,179.63,56.38,1.0,0.0,0.0,0.0,0.0
130.94,33.2,413.48,317.68,521.67,582.03,519.19,427.35,399.28,292.03,172.25,52.88,0.91,0.0,0.0,0.0,0.0
131.0,33.2,419.48,277.93,546.92,597.53,543.19,447.6,410.78,301.03,174.0,52.38,0.84,0.0,0.0,0.0,0.0
131.06,33.2,424.23,267.68,580.42,612.78,564.94,500.6,458.03,347.03,192.0,56.25,0.84,0.0,0.0,0.0,0.0
131.12,33.2,376.73,226.18,533.17,564.53,531.69,488.1,445.78,340.53,189.38,55.5,0.84,0.0,0.0,0.0,0.0
131.19,33.2,336.73,251.18,522.17,563.03,534.69,497.85,436.03,328.53,186.63,54.88,0.81,0.0,0.0,0.0,0.0
131.25,33.2,287.23,316.68,517.42,554.53,526.44,484.35,406.53,299.53,176.25,53.0,0.75,0.0,0.0,0.0,0.0
131.31,33.2,253.23,386.18,476.92,498.53,479.44,437.35,359.78,262.03,157.0,48.25,0.66,0.0,0.0,0.0,0.0
131.38,33.2,283.23,438.68,487.42,503.03,496.19,445.35,361.78,259.03,156.0,49.25,0.66,0.0,0.0,0.0,0.0
131.44,33.2,303.23,468.43,506.67,527.53,531.94,466.85,377.53,271.78,165.38,52.62,0.69,0.0,0.0,0.0,0.0
131.5,33.2,341.48,472.93,486.17,527.53,559.94,476.6,407.78,296.53,172.75,52.62,0.66,0.0,0.0,0.0,0.0
131.56,33.2,369.48,463.93,495.67,567.53,585.44,498.35,421.03,309.78,178.0,54.25,0.66,0.0,0.0,0.0,0.0
131.62,33.2,415.23,481.18,534.67,616.78,622.94,531.85,432.78,321.53,179.75,54.0,0.62,0.0,0.0,0.0,0.0
131.69,33.2,455.73,496.93,567.17,657.78,665.69,569.6,452.78,328.78,182.75,54.25,0.59,0.0,0.0,0.0,0.0
129.44,33.15,392.48,600.68,678.67,663.28,630.69,517.6,456.03,323.28,180.75,59.62,2.12,0.0,0.0,0.0,0.0
129.5,33.15,399.23,599.18,677.92,660.78,623.69,503.85,453.53,318.03,177.63,57.88,2.06,0.0,0.0,0.0,0.0
129.56,33.15,407.98,599.18,677.17,657.78,608.19,495.1,444.78,311.78,174.5,56.25,2.0,0.0,0.0,0.0,0.0
129.62,33.15,422.23,605.43,674.67,650.03,585.19,500.6,435.53,308.03,173.25,55.38,1.88,0.0,0.0,0.0,0.0
129.69,33.15,447.23,609.93,667.92,645.03,563.19,511.1,422.78,299.53,171.13,54.75,1.78,0.0,0.0,0.0,0.0
129.75,33.15,470.23,607.93,658.67,649.03,550.19,533.1,413.03,293.78,168.75,53.0,1.72,0.0,0.0,0.0,0.0
129.81,33.15,481.73,600.93,648.67,650.78,536.44,546.35,420.03,296.28,164.5,51.38,1.69,0.0,0.0,0.0,0.0
129.88,33.15,474.48,596.43,641.17,647.78,516.19,557.1,425.03,307.53,168.25,52.0,1.66,0.0,0.0,0.0,0.0
129.94,33.15,462.98,613.18,637.17,630.53,515.44,573.1,437.03,311.53,170.25,53.62,1.62,0.0,0.0,0.0,0.0
130.0,33.15,463.23,631.93,632.92,602.03,523.94,589.1,439.28,307.53,167.63,53.75,1.53,0.0,0.0,0.0,0.0
130.06,33.15,479.23,640.18,629.17,569.28,550.19,590.35,435.28,298.03,165.38,52.5,1.38,0.0,0.0,0.0,0.0
130.12,33.15,491.23,636.68,625.17,537.28,588.19,576.6,421.28,290.28,165.13,50.62,1.31,0.0,0.0,0.0,0.0
130.19,33.15,496.23,631.43,619.17,506.28,615.94,556.85,409.28,289.53,163.63,50.25,1.28,0.0,0.0,0.0,0.0
130.25,33.15,501.98,626.18,585.92,504.03,635.44,540.1,399.78,291.78,164.5,51.0,1.28,0.0,0.0,0.0,0.0
130.31,33.15,505.48,616.18,534.42,517.03,626.69,517.85,398.53,288.78,161.75,50.5,1.22,0.0,0.0,0.0,0.0
130.38,33.15,512.73,606.43,472.92,537.03,604.19,504.35,406.28,290.03,162.63,50.62,1.16,0.0,0.0,0.0,0.0
130.44,33.15,521.23,588.18,409.92,576.53,585.69,511.35,410.28,299.28,163.0,49.38,1.12,0.0,0.0,0.0,0.0
130.5,33.15,524.73,552.93,374.42,626.03,589.94,525.85,416.28,307.78,162.5,50.0,1.16,0.0,0.0,0.0,0.0
130.56,33.15,521.48,530.43,395.42,654.53,604.44,536.85,418.53,308.53,163.13,52.25,1.16,0.0,0.0,0.0,0.0
130.62,33.15,514.73,523.93,404.92,669.03,605.94,529.1,423.53,310.78,169.63,55.5,1.12,0.0,0.0,0.0,0.0
130.69,33.15,516.23,528.18,420.42,680.03,604.44,527.1,447.78,323.28,181.75,57.88,1.12,0.0,0.0,0.0,0.0
130.75,33.15,525.48,498.68,451.92,674.78,576.44,513.35,467.28,334.53,194.13,59.38,1.12,0.0,0.0,0.0,0.0
130.81,33.15,495.98,433.18,490.92,642.78,548.19,485.1,444.78,316.53,192.0,59.88,1.06,0.0,0.0,0.0,0.0
130.88,33.15,444.23,380.93,518.92,613.03,530.44,456.35,401.28,280.28,175.88,55.75,0.97,0.0,0.0,0.0,0.0
130.94,33.15,405.23,347.93,552.17,589.78,521.44,445.85,386.03,267.78,163.13,50.62,0.88,0.0,0.0,0.0,0.0
131.0,33.15,399.48,336.18,604.92,604.28,541.69,466.1,401.03,281.28,164.5,49.5,0.81,0.0,0.0,0.0,0.0
131.06,33.15,402.23,336.43,645.67,629.03,575.69,525.6,458.53,329.03,181.0,52.75,0.81,0.0,0.0,0.0,0.0
131.12,33.15,388.98,317.18,607.92,606.78,562.19,528.85,471.53,341.28,186.75,54.0,0.81,0.0,0.0,0.0,0.0
131.19,33.15,315.23,313.18,567.92,577.78,542.69,508.85,436.28,315.78,180.0,53.5,0.78,0.0,0.0,0.0,0.0
131.25,33.15,234.98,338.93,521.17,524.03,499.19,458.6,381.03,274.53,161.13,48.5,0.66,0.0,0.0,0.0,0.0
131.31,33.15,207.73,381.18,464.42,475.78,468.19,419.35,340.28,247.03,146.88,44.25,0.53,0.0,0.0,0.0,0.0
131.38,33.15,218.73,433.68,483.17,509.28,500.94,446.35,366.28,260.03,153.63,48.62,0.66,0.0,0.0,0.0,0.0
131.44,33.15,244.23,475.68,499.67,533.78,534.94,468.6,408.28,278.78,167.88,53.75,0.72,0.0,0.0,0.0,0.0
131.5,33.15,283.98,478.68,484.67,550.78,563.94,483.85,424.28,297.03,178.75,55.25,0.69,0.0,0.0,0.0,0.0
131.56,33.15,317.23,476.18,482.67,567.53,575.19,488.6,419.28,300.78,179.13,55.25,0.66,0.0,0.0,0.0,0.0
131.62,33.15,375.23,472.18,501.17,594.53,590.19,503.1,419.53,304.78,176.88,54.0,0.59,0.0,0.0,0.0,0.0
131.69,33.15,433.98,477.68,541.17,627.78,621.94,530.1,431.53,314.28,176.38,53.38,0.56,0.0,0.0,0.0,0.0
129.44,33.1,396.48,603.43,680.67,659.28,622.94,495.6,434.53,315.78,177.88,59.62,2.22,0.0,0.0,0.0,0.0
129.5,33.1,402.98,602.68,679.67,658.03,616.44,485.1,434.78,312.78,177.75,59.25,2.16,0.0,0.0,0.0,0.0
129.56,33.1,409.73,603.68,677.42,654.53,601.69,479.6,430.78,308.28,177.13,58.62,2.09,0.0,0.0,0.0,0.0
129.62,33.1,422.98,610.18,674.17,654.03,573.19,477.35,426.28,301.78,172.5,57.5,2.0,0.0,0.0,0.0,0.0
129.69,33.1,443.98,613.18,668.17,656.03,547.19,481.1,415.03,291.03,170.13,55.75,1.88,0.0,0.0,0.0,0.0
129.75,33.1,462.98,609.43,660.42,655.78,532.19,497.35,397.03,276.53,167.88,53.62,1.78,0.0,0.0,0.0,0.0
129.81,33.1,478.98,604.18,654.67,656.03,528.94,523.35,404.03,273.53,162.88,51.5,1.75,0.0,0.0,0.0,0.0
129.88,33.1,481.48,599.68,646.67,657.03,530.69,546.85,407.78,296.28,165.38,51.88,1.66,0.0,0.0,0.0,0.0
129.94,33.1,474.48,614.93,641.67,653.53,534.44,569.35,417.78,308.53,171.38,53.12,1.59,0.0,0.0,0.0,0.0
130.0,33.1,465.73,633.68,637.42,634.28,561.94,585.6,423.53,303.53,172.13,54.0,1.5,0.0,0.0,0.0,0.0
130.06,33.1,468.23,642.18,635.17,601.03,603.19,585.6,422.78,294.78,167.38,52.88,1.41,0.0,0.0,0.0,0.0
130.12,33.1,476.98,635.68,627.42,567.03,628.44,568.35,416.03,289.53,163.88,50.75,1.28,0.0,0.0,0.0,0.0
130.19,33.1,487.98,629.93,616.17,545.03,644.44,558.1,416.28,293.03,161.5,49.5,1.25,0.0,0.0,0.0,0.0
130.25,33.1,500.23,623.93,593.17,544.53,656.69,552.6,421.03,296.03,158.75,48.12,1.22,0.0,0.0,0.0,0.0
130.31,33.1,507.48,610.18,542.67,552.78,649.19,546.1,422.28,292.28,155.88,47.0,1.19,0.0,0.0,0.0,0.0
130.38,33.1,514.48,592.68,483.42,563.28,633.69,538.35,419.78,292.28,158.38,48.0,1.12,0.0,0.0,0.0,0.0
130.44,33.1,519.48,567.68,425.17,592.28,612.19,529.6,418.28,300.53,160.75,47.88,1.09,0.0,0.0,0.0,0.0
130.5,33.1,520.48,554.18,424.42,638.53,609.94,537.6,430.03,307.53,159.0,48.12,1.09,0.0,0.0,0.0,0.0
130.56,33.1,515.98,556.93,431.42,661.53,612.69,539.85,423.53,301.28,157.13,50.5,1.12,0.0,0.0,0.0,0.0
130.62,33.1,508.23,545.18,432.42,678.03,605.69,522.85,420.28,300.03,162.75,53.88,1.12,0.0,0.0,0.0,0.0
130.69,33.1,505.98,537.93,458.67,683.28,595.19,520.35,434.28,310.53,177.13,56.5,1.12,0.0,0.0,0.0,0.0
130.75,33.1,520.73,544.93,506.42,685.53,585.19,527.85,467.28,327.03,189.25,58.0,1.12,0.0,0.0,0.0,0.0
130.81,33.1,512.98,491.93,544.67,645.03,551.94,512.6,457.03,321.28,192.88,59.25,1.09,0.0,0.0,0.0,0.0
130.88,33.1,468.73,409.18,564.67,598.03,520.69,465.1,394.03,279.28,179.5,55.62,0.97,0.0,0.0,0.0,0.0
