lons,lats,radiation FH0-1W/m2(avg),radiation FH1-2W/m2(avg),radiation FH2-3W/m2(avg),radiation FH3-4W/m2(avg),radiation FH4-5W/m2(avg),radiation FH5-6W/m2(avg),radiation FH6-7W/m2(avg),radiation FH7-8W/m2(avg),radiation FH8-9W/m2(avg),radiation FH9-10W/m2(avg),radiation FH10-11W/m2(avg),radiation FH11-12W/m2(avg),radiation FH12-13W/m2(avg),radiation FH13-14W/m2(avg),radiation FH14-15W/m2(avg)
130.94,33.1,422.73,372.43,585.17,583.53,506.19,441.6,361.03,251.28,160.5,48.88,0.81,0.0,0.0,0.0,0.0
131.0,33.1,398.98,374.93,618.17,601.78,526.94,458.85,376.78,259.28,155.88,47.12,0.75,0.0,0.0,0.0,0.0
131.06,33.1,377.48,385.68,649.67,623.03,565.44,518.35,420.03,286.78,161.0,49.25,0.75,0.0,0.0,0.0,0.0
131.12,33.1,361.23,384.93,641.42,629.78,580.44,551.1,467.78,318.28,174.75,52.75,0.78,0.0,0.0,0.0,0.0
131.19,33.1,309.73,355.18,592.92,584.28,538.44,502.35,418.03,294.53,168.88,52.12,0.75,0.0,0.0,0.0,0.0
131.25,33.1,245.23,340.93,515.17,502.53,472.69,422.6,345.03,249.03,148.25,44.75,0.53,0.0,0.0,0.0,0.0
131.31,33.1,231.73,380.43,473.92,480.53,461.44,400.85,325.78,238.78,142.88,42.62,0.44,0.0,0.0,0.0,0.0
131.38,33.1,242.73,453.18,496.17,523.78,503.94,440.35,363.28,260.78,153.63,49.0,0.62,0.0,0.0,0.0,0.0
131.44,33.1,235.98,484.93,505.67,545.03,530.44,456.1,394.53,272.53,164.25,53.25,0.69,0.0,0.0,0.0,0.0
131.5,33.1,241.48,492.43,495.17,549.03,539.69,462.35,401.53,281.28,172.0,53.88,0.69,0.0,0.0,0.0,0.0
131.56,33.1,239.23,477.43,469.42,551.78,547.19,463.85,397.53,281.28,172.13,53.62,0.62,0.0,0.0,0.0,0.0
131.62,33.1,326.48,464.43,483.92,583.78,571.19,488.35,407.78,291.28,174.5,53.62,0.59,0.0,0.0,0.0,0.0
131.69,33.1,398.48,487.68,542.92,619.78,603.44,517.1,428.53,307.78,176.75,53.38,0.56,0.0,0.0,0.0,0.0
129.44,33.05,411.73,617.68,691.92,667.53,599.69,466.85,410.53,304.78,174.75,61.75,2.25,0.0,0.0,0.0,0.0
129.5,33.05,421.73,617.68,689.67,668.78,593.94,459.85,416.53,302.03,175.25,62.12,2.19,0.0,0.0,0.0,0.0
129.56,33.05,429.98,618.93,685.42,669.28,587.44,455.85,420.53,300.53,175.88,61.88,2.09,0.0,0.0,0.0,0.0
129.62,33.05,441.98,623.93,679.67,670.03,572.94,455.85,419.53,296.78,173.63,60.62,2.0,0.0,0.0,0.0,0.0
129.69,33.05,456.23,624.93,675.17,671.53,555.19,463.35,410.53,287.53,169.5,58.88,1.91,0.0,0.0,0.0,0.0
129.75,33.05,465.98,618.93,672.67,669.03,537.69,481.85,400.28,277.03,167.0,56.88,1.88,0.0,0.0,0.0,0.0
129.81,33.05,474.23,614.93,671.67,658.53,527.19,505.1,403.53,269.53,164.5,54.75,1.81,0.0,0.0,0.0,0.0
129.88,33.05,476.73,610.68,666.17,636.28,528.44,529.85,397.53,276.28,165.13,54.0,1.72,0.0,0.0,0.0,0.0
129.94,33.05,478.98,619.93,658.67,635.28,554.19,543.1,392.03,292.03,166.63,53.38,1.59,0.0,0.0,0.0,0.0
130.0,33.05,484.73,637.68,660.67,637.78,594.94,564.85,420.78,311.78,173.13,54.75,1.53,0.0,0.0,0.0,0.0
130.06,33.05,473.73,641.43,648.67,615.03,632.19,569.1,426.53,305.53,169.75,53.5,1.44,0.0,0.0,0.0,0.0
130.12,33.05,464.48,632.18,628.92,586.53,648.19,554.1,421.78,296.03,163.5,51.25,1.34,0.0,0.0,0.0,0.0
130.19,33.05,472.23,623.93,611.67,566.03,649.44,548.85,423.28,294.28,159.88,49.88,1.25,0.0,0.0,0.0,0.0
130.25,33.05,485.48,613.93,590.42,559.78,656.19,547.85,428.03,294.53,156.0,48.12,1.19,0.0,0.0,0.0,0.0
130.31,33.05,494.98,597.93,551.67,562.78,651.94,547.85,427.78,293.03,151.13,45.75,1.12,0.0,0.0,0.0,0.0
130.38,33.05,502.98,572.18,503.92,566.78,630.69,544.6,423.28,292.53,150.38,45.12,1.06,0.0,0.0,0.0,0.0
130.44,33.05,505.98,549.93,485.42,600.78,607.94,534.1,419.78,295.78,154.5,46.5,1.06,0.0,0.0,0.0,0.0
130.5,33.05,503.73,544.18,492.17,648.53,605.69,536.6,428.78,300.28,155.75,47.12,1.06,0.0,0.0,0.0,0.0
130.56,33.05,496.73,549.93,484.92,677.28,603.44,531.6,426.28,294.78,154.75,49.25,1.09,0.0,0.0,0.0,0.0
130.62,33.05,485.48,548.68,483.17,686.03,594.94,521.1,427.78,293.78,159.88,52.75,1.12,0.0,0.0,0.0,0.0
130.69,33.05,477.98,541.68,504.92,673.78,578.69,508.35,436.53,303.53,172.63,55.5,1.12,0.0,0.0,0.0,0.0
130.75,33.05,483.23,547.18,545.67,658.03,561.94,509.1,458.78,318.53,183.38,57.25,1.12,0.0,0.0,0.0,0.0
130.81,33.05,498.98,536.43,582.17,625.03,538.44,510.6,463.78,319.78,186.5,57.75,1.06,0.0,0.0,0.0,0.0
130.88,33.05,473.73,450.93,583.17,562.78,497.94,471.1,415.53,293.03,181.25,54.38,0.97,0.0,0.0,0.0,0.0
130.94,33.05,418.98,375.18,574.92,546.03,480.69,440.6,362.28,255.28,163.75,49.0,0.81,0.0,0.0,0.0,0.0
131.0,33.05,367.48,337.18,575.92,556.28,494.44,440.6,353.78,242.03,151.5,47.0,0.75,0.0,0.0,0.0,0.0
131.06,33.05,327.23,334.93,601.67,576.03,533.94,482.85,372.53,246.03,149.5,47.38,0.75,0.0,0.0,0.0,0.0
131.12,33.05,296.73,353.93,620.92,601.53,568.44,521.6,418.03,271.78,159.75,51.12,0.78,0.0,0.0,0.0,0.0
131.19,33.05,270.48,355.93,583.42,561.78,531.19,483.85,392.28,268.28,159.25,50.88,0.75,0.0,0.0,0.0,0.0
131.25,33.05,261.73,355.93,517.92,510.53,492.44,442.1,359.28,253.03,152.38,47.5,0.62,0.0,0.0,0.0,0.0
131.31,33.05,295.98,382.43,494.92,511.03,488.19,421.35,359.28,260.28,159.75,49.38,0.62,0.0,0.0,0.0,0.0
131.38,33.05,323.23,432.18,512.92,543.28,506.44,440.6,379.28,269.53,165.0,52.75,0.69,0.0,0.0,0.0,0.0
131.44,33.05,316.73,469.43,506.92,556.53,513.44,447.1,383.03,262.03,162.63,51.38,0.66,0.0,0.0,0.0,0.0
131.5,33.05,268.98,488.43,484.92,558.53,527.69,459.1,389.28,264.78,163.75,51.0,0.62,0.0,0.0,0.0,0.0
131.56,33.05,253.73,490.68,479.92,572.53,548.19,481.1,398.78,272.28,166.5,52.12,0.59,0.0,0.0,0.0,0.0
131.62,33.05,307.98,482.93,510.17,595.03,589.69,509.85,415.78,290.03,173.38,53.5,0.59,0.0,0.0,0.0,0.0
131.69,33.05,382.73,514.93,557.92,625.28,608.19,525.85,429.78,306.78,180.63,54.75,0.56,0.0,0.0,0.0,0.0
129.44,33.0,435.73,630.68,703.67,683.53,566.19,452.85,399.03,297.78,174.63,65.0,2.25,0.0,0.0,0.0,0.0
129.5,33.0,447.73,632.43,701.67,678.28,551.94,452.6,409.78,294.53,175.88,65.75,2.16,0.0,0.0,0.0,0.0
129.56,33.0,454.48,632.68,691.67,663.78,546.44,457.35,419.53,294.53,177.63,65.25,2.09,0.0,0.0,0.0,0.0
129.62,33.0,464.98,634.93,679.67,660.03,547.44,462.6,422.28,297.03,177.0,64.0,2.0,0.0,0.0,0.0,0.0
129.69,33.0,472.48,638.43,675.67,664.53,551.94,470.1,404.78,288.53,172.63,61.62,1.88,0.0,0.0,0.0,0.0
129.75,33.0,472.23,633.68,673.67,662.28,541.44,486.1,391.28,272.03,168.5,59.88,1.84,0.0,0.0,0.0,0.0
129.81,33.0,472.73,630.18,674.17,652.78,532.44,501.35,397.03,266.53,165.25,58.38,1.81,0.0,0.0,0.0,0.0
129.88,33.0,473.48,624.68,667.92,640.03,534.44,515.35,389.03,271.78,165.88,57.38,1.78,0.0,0.0,0.0,0.0
129.94,33.0,473.48,613.18,648.42,629.03,571.44,517.85,374.03,281.53,164.13,55.25,1.62,0.0,0.0,0.0,0.0
130.0,33.0,487.73,632.18,671.17,655.53,611.44,558.6,419.78,314.03,171.63,56.0,1.56,0.0,0.0,0.0,0.0
130.06,33.0,480.48,632.68,656.92,635.53,644.19,568.1,437.03,312.03,169.63,54.5,1.5,0.0,0.0,0.0,0.0
130.12,33.0,459.23,622.43,626.67,608.03,660.94,550.6,435.03,301.78,163.5,51.75,1.41,0.0,0.0,0.0,0.0
130.19,33.0,459.48,612.93,611.42,586.28,658.69,541.85,430.78,294.03,160.75,50.25,1.28,0.0,0.0,0.0,0.0
130.25,33.0,472.23,597.93,591.42,579.03,661.19,540.85,431.78,291.53,158.0,49.5,1.25,0.0,0.0,0.0,0.0
130.31,33.0,481.98,580.43,569.42,572.78,658.69,543.35,432.78,291.28,153.75,47.38,1.16,0.0,0.0,0.0,0.0
130.38,33.0,485.73,557.68,538.92,572.03,633.94,542.1,423.03,287.53,147.75,45.88,1.06,0.0,0.0,0.0,0.0
130.44,33.0,484.98,543.68,517.67,607.03,602.44,525.1,409.53,286.53,147.5,45.12,1.03,0.0,0.0,0.0,0.0
130.5,33.0,478.73,541.18,520.67,653.28,601.19,539.35,424.03,293.03,153.88,46.75,1.06,0.0,0.0,0.0,0.0
130.56,33.0,467.23,540.68,508.67,672.78,598.69,537.6,432.78,290.53,155.25,48.88,1.09,0.0,0.0,0.0,0.0
130.62,33.0,456.48,535.43,503.67,676.28,591.19,523.85,436.28,287.03,158.75,52.5,1.12,0.0,0.0,0.0,0.0
130.69,33.0,451.48,528.68,518.92,661.78,571.94,508.1,443.78,292.28,168.75,55.25,1.12,0.0,0.0,0.0,0.0
130.75,33.0,458.23,530.43,551.67,625.78,538.94,500.35,464.28,311.03,179.38,56.75,1.09,0.0,0.0,0.0,0.0
130.81,33.0,480.73,554.43,582.17,587.28,508.19,503.6,477.53,313.53,183.0,57.5,1.03,0.0,0.0,0.0,0.0
130.88,33.0,465.48,465.68,575.92,553.53,487.94,491.85,455.03,312.78,184.0,53.38,0.94,0.0,0.0,0.0,0.0
130.94,33.0,414.23,382.43,577.17,539.28,486.69,467.35,392.03,268.28,170.63,50.62,0.84,0.0,0.0,0.0,0.0
131.0,33.0,346.23,317.68,554.42,526.03,481.44,438.1,347.03,236.78,156.63,48.75,0.78,0.0,0.0,0.0,0.0
131.06,33.0,298.98,303.18,563.92,537.78,511.44,450.35,337.78,229.53,150.88,47.62,0.75,0.0,0.0,0.0,0.0
131.12,33.0,270.73,322.93,582.42,558.03,543.69,476.1,362.28,242.78,153.63,49.5,0.78,0.0,0.0,0.0,0.0
131.19,33.0,256.73,341.43,565.67,538.53,534.44,471.85,367.28,251.78,154.5,50.88,0.75,0.0,0.0,0.0,0.0
131.25,33.0,258.98,376.18,531.67,518.28,528.19,486.35,393.28,269.53,160.88,52.25,0.75,0.0,0.0,0.0,0.0
131.31,33.0,303.73,440.18,525.92,548.78,534.69,497.1,422.78,294.03,175.63,53.62,0.75,0.0,0.0,0.0,0.0
131.38,33.0,312.73,480.93,515.67,549.53,530.69,490.6,425.28,291.78,176.38,53.12,0.69,0.0,0.0,0.0,0.0
131.44,33.0,297.73,496.18,491.17,551.28,528.69,483.35,413.53,271.53,170.0,52.62,0.66,0.0,0.0,0.0,0.0
131.5,33.0,302.73,496.43,479.67,559.53,541.94,491.85,410.03,268.78,165.13,52.12,0.62,0.0,0.0,0.0,0.0
131.56,33.0,312.48,495.43,487.17,574.03,574.94,512.35,414.03,277.78,166.88,52.88,0.59,0.0,0.0,0.0,0.0
131.62,33.0,330.23,499.18,529.67,589.28,602.19,531.35,417.03,291.28,173.13,54.0,0.56,0.0,0.0,0.0,0.0
131.69,33.0,361.73,509.18,537.42,597.28,588.44,513.1,402.03,299.03,180.0,55.12,0.56,0.0,0.0,0.0,0.0
129.44,32.95,457.23,630.93,708.42,687.78,539.44,456.1,391.53,293.28,176.75,67.38,2.22,0.0,0.0,0.0,0.0
129.5,32.95,462.23,632.18,701.67,671.28,524.19,462.1,405.03,294.28,179.63,67.38,2.16,0.0,0.0,0.0,0.0
129.56,32.95,467.73,631.18,687.92,647.03,520.94,473.6,413.28,298.03,182.25,66.88,2.06,0.0,0.0,0.0,0.0
129.62,32.95,475.23,631.68,671.92,632.53,528.44,482.1,415.28,300.78,181.13,65.25,1.97,0.0,0.0,0.0,0.0
129.69,32.95,482.73,638.93,668.42,638.53,543.69,481.85,389.03,285.28,174.63,62.5,1.84,0.0,0.0,0.0,0.0
129.75,32.95,476.48,634.93,662.42,635.28,547.44,492.85,374.78,266.78,169.0,61.25,1.78,0.0,0.0,0.0,0.0
129.81,32.95,465.73,627.18,656.17,630.78,551.94,504.35,388.78,273.03,165.25,60.25,1.75,0.0,0.0,0.0,0.0
129.88,32.95,462.48,620.68,652.67,627.28,562.19,514.85,392.53,282.78,168.25,58.62,1.72,0.0,0.0,0.0,0.0
129.94,32.95,460.73,603.18,647.42,613.53,583.19,508.35,374.03,280.03,165.63,56.88,1.62,0.0,0.0,0.0,0.0
130.0,32.95,472.48,621.43,662.42,642.03,627.19,549.85,417.03,302.78,170.63,56.75,1.56,0.0,0.0,0.0,0.0
130.06,32.95,472.23,621.18,651.42,632.53,642.44,565.85,439.28,305.03,167.75,54.62,1.5,0.0,0.0,0.0,0.0
130.12,32.95,460.23,612.93,620.92,617.03,652.69,551.35,436.28,299.03,164.88,52.5,1.44,0.0,0.0,0.0,0.0
130.19,32.95,458.73,605.43,609.67,606.53,655.44,543.1,431.78,291.28,164.25,51.25,1.38,0.0,0.0,0.0,0.0
130.25,32.95,467.98,590.18,599.42,598.78,669.19,544.1,432.03,287.78,163.38,51.5,1.31,0.0,0.0,0.0,0.0
130.31,32.95,478.98,571.68,587.92,593.03,673.69,543.1,430.03,285.78,161.5,50.12,1.22,0.0,0.0,0.0,0.0
130.38,32.95,481.23,553.18,555.17,596.03,653.69,530.85,415.53,283.53,156.5,48.25,1.16,0.0,0.0,0.0,0.0
130.44,32.95,475.23,543.68,521.42,612.28,623.19,508.1,400.53,280.28,150.88,46.62,1.06,0.0,0.0,0.0,0.0
130.5,32.95,465.48,544.68,507.67,645.78,621.19,531.6,414.78,282.03,153.25,46.75,1.06,0.0,0.0,0.0,0.0
130.56,32.95,453.23,543.93,495.42,656.78,614.94,538.6,433.03,282.28,157.63,48.5,1.09,0.0,0.0,0.0,0.0
130.62,32.95,446.73,538.18,484.67,663.28,605.94,531.1,443.28,277.03,159.0,52.88,1.16,0.0,0.0,0.0,0.0
130.69,32.95,451.98,531.43,493.17,652.78,580.69,521.1,454.78,278.28,167.13,55.88,1.09,0.0,0.0,0.0,0.0
130.75,32.95,466.73,525.93,514.42,613.53,533.69,514.35,474.53,301.53,176.5,56.62,1.06,0.0,0.0,0.0,0.0
130.81,32.95,474.98,505.68,535.92,565.78,493.94,518.1,484.28,308.53,181.13,56.25,1.0,0.0,0.0,0.0,0.0
130.88,32.95,455.23,414.18,556.67,539.78,484.69,516.6,481.28,318.03,182.38,52.88,0.91,0.0,0.0,0.0,0.0
130.94,32.95,422.98,346.43,558.92,517.53,485.44,490.1,423.53,278.28,173.75,51.12,0.88,0.0,0.0,0.0,0.0
131.0,32.95,372.48,277.43,539.92,508.28,477.69,447.85,366.28,254.03,166.38,50.5,0.81,0.0,0.0,0.0,0.0
131.06,32.95,335.23,257.68,554.67,519.03,495.94,447.1,347.28,253.03,166.38,50.88,0.78,0.0,0.0,0.0,0.0
131.12,32.95,312.98,277.43,572.42,535.78,520.94,452.6,338.53,253.78,168.25,52.0,0.81,0.0,0.0,0.0,0.0
131.19,32.95,287.98,310.68,557.42,533.28,528.19,457.85,344.78,245.28,157.5,51.0,0.78,0.0,0.0,0.0,0.0
131.25,32.95,292.98,369.68,530.17,522.78,528.19,471.35,375.03,255.03,153.5,51.88,0.78,0.0,0.0,0.0,0.0
131.31,32.95,279.98,456.93,534.92,539.28,554.69,507.85,414.28,287.53,171.0,54.38,0.75,0.0,0.0,0.0,0.0
131.38,32.95,275.73,509.43,520.17,547.28,581.69,532.6,433.78,298.03,174.75,54.5,0.72,0.0,0.0,0.0,0.0
131.44,32.95,253.23,533.68,492.42,557.28,586.69,539.35,434.03,294.03,172.13,53.88,0.66,0.0,0.0,0.0,0.0
131.5,32.95,281.48,521.18,483.67,561.28,578.94,529.6,423.53,289.78,167.88,53.12,0.62,0.0,0.0,0.0,0.0
131.56,32.95,321.48,508.93,499.67,570.28,582.69,518.85,408.03,280.78,167.63,53.75,0.59,0.0,0.0,0.0,0.0
131.62,32.95,346.98,504.93,513.42,572.28,574.44,509.85,389.78,280.28,172.25,54.38,0.56,0.0,0.0,0.0,0.0
131.69,32.95,317.98,487.93,497.92,570.28,544.44,484.1,360.53,281.28,176.38,53.62,0.53,0.0,0.0,0.0,0.0
129.44,32.9,466.73,618.43,700.42,675.53,532.44,455.35,390.78,292.53,179.13,68.12,2.22,0.0,0.0,0.0,0.0
129.5,32.9,469.98,618.68,692.67,657.28,526.69,453.6,399.53,295.03,182.88,67.88,2.16,0.0,0.0,0.0,0.0
129.56,32.9,471.98,618.68,681.92,638.03,525.44,459.6,403.78,300.78,185.5,66.62,2.06,0.0,0.0,0.0,0.0
129.62,32.9,475.48,621.93,670.17,614.53,525.94,471.85,408.03,303.53,183.88,64.75,1.97,0.0,0.0,0.0,0.0
129.69,32.9,480.48,629.18,664.42,608.28,526.19,475.85,375.53,286.53,175.88,62.0,1.81,0.0,0.0,0.0,0.0
129.75,32.9,475.98,625.68,655.42,602.53,524.44,475.6,356.03,267.53,170.13,61.38,1.75,0.0,0.0,0.0,0.0
129.81,32.9,459.23,616.68,644.42,598.28,526.94,484.85,377.28,272.53,164.63,61.0,1.72,0.0,0.0,0.0,0.0
129.88,32.9,453.73,608.68,644.17,603.28,541.44,495.6,382.53,281.28,166.38,59.88,1.72,0.0,0.0,0.0,0.0
129.94,32.9,447.48,598.43,635.42,603.53,570.44,509.85,388.03,281.03,169.5,57.88,1.62,0.0,0.0,0.0,0.0
130.0,32.9,455.23,607.93,637.17,615.78,608.19,542.1,411.53,289.78,172.0,56.75,1.59,0.0,0.0,0.0,0.0
130.06,32.9,457.73,608.93,623.92,610.03,623.19,550.85,423.53,293.53,169.5,55.38,1.53,0.0,0.0,0.0,0.0
130.12,32.9,457.73,604.93,603.67,593.53,627.44,542.35,420.53,291.03,167.63,54.25,1.5,0.0,0.0,0.0,0.0
130.19,32.9,461.98,599.93,598.42,583.53,643.44,544.1,421.28,289.28,169.0,53.38,1.47,0.0,0.0,0.0,0.0
130.25,32.9,467.98,584.43,599.17,575.28,664.69,540.6,420.03,288.53,170.0,53.5,1.44,0.0,0.0,0.0,0.0
130.31,32.9,474.48,564.18,592.17,576.78,672.44,530.35,416.28,283.78,168.38,53.62,1.34,0.0,0.0,0.0,0.0
130.38,32.9,475.98,549.18,566.92,583.28,662.44,521.35,410.03,281.53,166.13,52.62,1.25,0.0,0.0,0.0,0.0
130.44,32.9,468.98,541.18,527.92,598.53,642.44,506.35,402.78,278.03,160.88,50.75,1.16,0.0,0.0,0.0,0.0
130.5,32.9,459.23,540.43,496.67,622.78,640.44,523.1,407.03,272.53,155.0,48.25,1.06,0.0,0.0,0.0,0.0
130.56,32.9,449.73,544.93,479.42,645.03,650.44,533.35,425.28,269.53,155.25,47.88,1.09,0.0,0.0,0.0,0.0
130.62,32.9,449.73,545.18,450.17,665.78,656.69,543.35,436.53,266.03,158.5,53.62,1.12,0.0,0.0,0.0,0.0
130.69,32.9,457.98,527.93,440.17,662.53,631.69,545.35,443.28,262.28,165.63,57.12,1.09,0.0,0.0,0.0,0.0
130.75,32.9,476.48,501.93,461.42,624.78,582.94,547.1,468.78,281.03,175.5,57.12,1.03,0.0,0.0,0.0,0.0
130.81,32.9,471.73,433.68,487.42,559.28,524.44,548.35,485.03,304.53,179.13,55.25,0.97,0.0,0.0,0.0,0.0
130.88,32.9,444.48,355.43,517.42,522.03,510.69,543.1,476.03,309.53,177.25,51.75,0.88,0.0,0.0,0.0,0.0
130.94,32.9,423.48,301.68,532.42,512.03,526.94,544.35,437.78,282.03,168.75,49.25,0.81,0.0,0.0,0.0,0.0
131.0,32.9,402.73,251.68,540.17,524.53,538.69,507.6,390.78,265.28,167.13,49.75,0.81,0.0,0.0,0.0,0.0
131.06,32.9,388.48,225.93,553.17,514.28,532.19,491.1,369.53,267.28,171.75,52.38,0.84,0.0,0.0,0.0,0.0
131.12,32.9,367.73,225.43,549.42,494.28,505.44,467.85,352.78,273.03,175.5,53.88,0.81,0.0,0.0,0.0,0.0
131.19,32.9,332.48,249.18,516.67,487.78,479.69,437.6,338.28,276.28,174.13,53.38,0.78,0.0,0.0,0.0,0.0
131.25,32.9,292.23,315.43,494.17,506.03,506.19,437.85,345.53,274.28,170.63,52.38,0.75,0.0,0.0,0.0,0.0
131.31,32.9,270.73,416.18,507.92,526.28,565.44,477.6,369.28,277.53,168.25,54.38,0.78,0.0,0.0,0.0,0.0
131.38,32.9,219.98,509.18,509.42,538.78,606.19,513.6,391.03,285.78,171.88,57.0,0.72,0.0,0.0,0.0,0.0
131.44,32.9,205.23,537.93,493.67,553.78,604.19,527.35,411.78,298.03,173.38,56.25,0.66,0.0,0.0,0.0,0.0
131.5,32.9,226.48,509.18,490.42,552.53,571.69,504.6,399.03,295.53,169.88,54.38,0.62,0.0,0.0,0.0,0.0
131.56,32.9,261.98,500.18,500.67,549.53,545.69,474.35,371.53,275.53,167.5,54.12,0.56,0.0,0.0,0.0,0.0
131.62,32.9,290.98,507.43,509.92,549.28,532.19,459.85,362.78,275.53,169.88,53.38,0.53,0.0,0.0,0.0,0.0
131.69,32.9,290.48,499.43,515.17,554.03,539.69,466.6,365.28,294.28,175.25,53.25,0.5,0.0,0.0,0.0,0.0
129.44,32.85,466.73,609.43,699.17,676.28,558.44,457.1,389.28,292.03,182.25,69.0,2.25,0.0,0.0,0.0,0.0
129.5,32.85,471.48,607.68,693.67,658.28,549.94,450.1,394.03,292.28,185.63,67.88,2.16,0.0,0.0,0.0,0.0
129.56,32.85,473.48,610.18,687.42,637.53,538.69,452.6,396.53,294.53,187.38,66.25,2.06,0.0,0.0,0.0,0.0
129.62,32.85,473.98,617.18,679.67,607.53,524.94,459.35,398.78,296.53,186.38,64.25,1.97,0.0,0.0,0.0,0.0
129.69,32.85,476.23,620.18,664.92,578.78,503.69,461.85,381.53,289.28,179.5,61.88,1.81,0.0,0.0,0.0,0.0
129.75,32.85,477.23,619.18,653.42,585.78,505.94,466.6,364.03,273.78,173.63,60.88,1.72,0.0,0.0,0.0,0.0
129.81,32.85,465.98,609.93,634.42,580.78,510.69,470.6,375.78,272.28,170.5,61.12,1.69,0.0,0.0,0.0,0.0
129.88,32.85,457.73,603.68,624.67,585.78,525.69,487.1,390.53,283.53,171.0,60.62,1.66,0.0,0.0,0.0,0.0
129.94,32.85,449.73,598.43,617.67,588.03,549.44,510.1,397.53,284.53,173.88,59.0,1.62,0.0,0.0,0.0,0.0
130.0,32.85,448.48,597.93,608.92,585.28,573.19,530.35,402.28,284.53,174.25,57.75,1.59,0.0,0.0,0.0,0.0
130.06,32.85,450.48,597.43,597.67,573.03,594.44,536.6,404.53,288.03,173.0,56.88,1.56,0.0,0.0,0.0,0.0
130.12,32.85,456.23,593.68,582.92,556.28,606.44,534.6,404.53,289.03,170.63,56.25,1.56,0.0,0.0,0.0,0.0
130.19,32.85,466.48,589.43,581.17,540.78,631.94,541.85,414.78,291.28,169.75,55.38,1.53,0.0,0.0,0.0,0.0
130.25,32.85,469.73,569.43,576.67,534.28,656.19,534.6,414.78,291.78,174.0,55.38,1.44,0.0,0.0,0.0,0.0
130.31,32.85,468.48,545.93,560.92,543.78,655.69,515.35,405.28,285.53,173.13,55.62,1.38,0.0,0.0,0.0,0.0
130.38,32.85,468.23,531.18,543.17,554.28,648.19,509.85,406.53,284.78,172.0,56.5,1.34,0.0,0.0,0.0,0.0
130.44,32.85,462.23,521.18,512.92,567.03,639.94,506.1,406.78,283.78,169.63,56.12,1.28,0.0,0.0,0.0,0.0
130.5,32.85,454.23,515.68,469.42,589.28,636.69,515.35,404.03,278.53,163.25,53.62,1.16,0.0,0.0,0.0,0.0
130.56,32.85,447.73,524.18,437.42,629.03,655.94,533.6,415.03,268.53,155.75,50.5,1.09,0.0,0.0,0.0,0.0
130.62,32.85,453.48,521.68,411.92,668.03,669.19,548.85,417.53,263.28,154.0,53.12,1.09,0.0,0.0,0.0,0.0
130.69,32.85,457.98,488.18,400.17,686.28,648.94,552.85,411.78,255.28,162.25,57.25,1.06,0.0,0.0,0.0,0.0
130.75,32.85,471.23,442.93,427.92,660.28,604.94,555.35,432.03,257.28,172.5,57.0,1.0,0.0,0.0,0.0,0.0
130.81,32.85,453.48,374.18,461.67,589.03,548.94,556.6,469.78,283.03,174.5,53.25,0.91,0.0,0.0,0.0,0.0
130.88,32.85,402.98,320.18,491.17,533.28,530.69,558.85,456.03,283.28,164.63,48.38,0.81,0.0,0.0,0.0,0.0
130.94,32.85,381.48,308.93,523.67,552.03,579.44,579.6,423.78,263.78,159.13,46.88,0.78,0.0,0.0,0.0,0.0
131.0,32.85,382.48,275.68,540.17,585.53,610.44,541.1,376.78,244.53,160.13,48.5,0.81,0.0,0.0,0.0,0.0
131.06,32.85,362.73,229.43,546.42,548.28,582.94,509.35,351.28,245.53,163.25,50.75,0.84,0.0,0.0,0.0,0.0
131.12,32.85,350.98,210.68,544.42,496.28,544.69,482.85,341.03,252.03,164.5,51.88,0.84,0.0,0.0,0.0,0.0
131.19,32.85,340.98,234.93,528.92,464.28,524.94,469.35,345.03,265.78,165.25,52.75,0.81,0.0,0.0,0.0,0.0
131.25,32.85,325.73,318.93,537.17,487.78,552.94,480.85,356.78,276.53,167.0,53.88,0.78,0.0,0.0,0.0,0.0
131.31,32.85,293.98,419.93,536.67,518.53,584.44,488.85,363.53,279.53,166.13,54.25,0.75,0.0,0.0,0.0,0.0
131.38,32.85,212.48,483.43,503.67,522.53,576.69,475.1,361.53,275.53,165.5,54.0,0.69,0.0,0.0,0.0,0.0
131.44,32.85,196.98,493.68,483.17,534.53,562.69,469.1,369.28,282.03,170.13,54.12,0.62,0.0,0.0,0.0,0.0
131.5,32.85,199.48,460.43,491.17,532.78,536.44,449.6,364.53,286.03,171.13,53.75,0.59,0.0,0.0,0.0,0.0
131.56,32.85,202.73,469.93,515.92,531.28,516.19,427.85,353.28,275.78,165.5,52.88,0.53,0.0,0.0,0.0,0.0
131.62,32.85,235.98,499.68,531.17,538.03,525.69,436.6,363.78,278.53,170.0,53.38,0.53,0.0,0.0,0.0,0.0
131.69,32.85,281.73,516.43,552.17,563.28,549.44,458.6,390.53,298.53,177.13,53.75,0.5,0.0,0.0,0.0,0.0
129.44,32.8,465.23,599.93,701.67,686.53,595.19,467.35,393.28,287.78,186.0,69.38,2.22,0.0,0.0,0.0,0.0
129.5,32.8,467.98,600.43,695.42,666.53,576.44,459.85,394.03,286.53,188.63,67.88,2.12,0.0,0.0,0.0,0.0
129.56,32.8,470.73,605.18,686.42,642.53,555.94,460.85,394.28,286.03,190.0,66.0,2.0,0.0,0.0,0.0,0.0
129.62,32.8,471.48,612.93,673.92,612.78,533.94,464.1,393.03,285.78,189.63,64.38,1.91,0.0,0.0,0.0,0.0
